,Transaction,Item
617,149,杏仁巧克力豆
618,149,草莓季限定款巧克力禮盒
619,150,草莓季限定款巧克力禮盒
620,151,草莓季限定款巧克力禮盒
621,152,草莓季限定款巧克力禮盒
622,153,85%巧克力磚
623,153,75%巧克力磚
624,153,杏仁巧克力豆
625,153,杏仁可可瓦片
626,154,草莓季限定款巧克力禮盒
627,154,草莓季限定款巧克力禮盒
628,154,草莓季限定款巧克力禮盒
629,154,草莓季限定款巧克力禮盒
630,154,草莓季限定款巧克力禮盒
631,155,100%無糖巧克力磚
632,155,95%巧克力磚
633,155,牛奶巧克力BAR
634,155,杏仁巧克力豆
635,155,杏仁可可瓦片
636,155,海鹽巧克力BAR
637,156,抹茶拿鐵生巧克力
638,156,抹茶拿鐵生巧克力
639,156,抹茶拿鐵生巧克力
640,156,抹茶拿鐵生巧克力
641,156,經典生巧克力
642,156,經典生巧克力
643,156,經典生巧克力
644,156,經典生巧克力
645,157,草莓季限定款巧克力禮盒
646,157,草莓季限定款巧克力禮盒
647,158,草莓季限定款巧克力禮盒
648,158,草莓季限定款巧克力禮盒
649,159,杏仁巧克力豆
650,159,杏仁巧克力豆
651,160,草莓季限定款巧克力禮盒
652,160,草莓季限定款巧克力禮盒
653,160,草莓季限定款巧克力禮盒
654,160,草莓季限定款巧克力禮盒
655,161,洛神花巧克力BAR
656,161,杏仁巧克力豆
657,161,海鹽巧克力BAR
658,161,65%巧克力禮盒
659,161,草莓季限定款巧克力禮盒
660,162,草莓季限定款巧克力禮盒
661,162,草莓季限定款巧克力禮盒
662,162,草莓季限定款巧克力禮盒
663,163,經典生巧克力
664,164,杏仁巧克力豆
665,164,草莓季限定款巧克力禮盒
666,164,草莓季限定款巧克力禮盒
667,164,草莓季限定款巧克力禮盒
668,164,草莓季限定款巧克力禮盒
669,165,85%巧克力磚
670,165,洛神花巧克力BAR
671,165,海鹽巧克力BAR
672,165,草莓季限定款巧克力禮盒
673,166,杏仁巧克力豆
674,166,草莓季限定款巧克力禮盒
675,166,草莓季限定款巧克力禮盒
676,166,草莓季限定款巧克力禮盒
677,167,抹茶拿鐵生巧克力
678,167,抹茶拿鐵生巧克力
679,167,經典生巧克力
680,167,85%巧克力禮盒
681,168,草莓季限定款巧克力禮盒
682,168,草莓季限定款巧克力禮盒
683,169,草莓季限定款巧克力禮盒
684,169,草莓季限定款巧克力禮盒
685,169,草莓季限定款巧克力禮盒
686,169,草莓季限定款巧克力禮盒
687,169,草莓季限定款巧克力禮盒
688,170,75%巧克力磚
689,170,75%巧克力磚
690,170,75%巧克力磚
691,170,75%巧克力磚
692,170,75%巧克力磚
693,170,75%巧克力磚
694,170,75%巧克力磚
695,170,75%巧克力磚
696,170,75%巧克力磚
697,170,75%巧克力磚
698,171,花生巧克力BAR
699,171,草莓季限定款巧克力禮盒
700,171,草莓季限定款巧克力禮盒
701,172,杏仁可可瓦片
702,172,杏仁可可瓦片
703,172,杏仁可可瓦片
704,172,杏仁可可瓦片
705,172,杏仁可可瓦片
706,172,杏仁可可瓦片
707,172,草莓季限定款巧克力禮盒
708,172,草莓季限定款巧克力禮盒
709,173,95%巧克力磚
710,173,杏仁巧克力豆
711,174,75%巧克力磚
712,174,杏仁巧克力豆
713,174,抹茶拿鐵生巧克力
714,174,經典生巧克力
715,174,草莓季限定款巧克力禮盒
716,175,草莓季限定款巧克力禮盒
717,175,草莓季限定款巧克力禮盒
718,176,草莓季限定款巧克力禮盒
719,176,草莓季限定款巧克力禮盒
720,176,草莓季限定款巧克力禮盒
721,176,草莓季限定款巧克力禮盒
722,176,草莓季限定款巧克力禮盒
723,177,草莓季限定款巧克力禮盒
724,177,草莓季限定款巧克力禮盒
725,177,草莓季限定款巧克力禮盒
726,177,草莓季限定款巧克力禮盒
727,177,草莓季限定款巧克力禮盒
728,177,草莓季限定款巧克力禮盒
729,177,草莓季限定款巧克力禮盒
730,177,草莓季限定款巧克力禮盒
731,178,經典生巧克力
732,178,草莓季限定款巧克力禮盒
733,179,草莓季限定款巧克力禮盒
734,179,草莓季限定款巧克力禮盒
735,180,草莓季限定款巧克力禮盒
736,181,草莓季限定款巧克力禮盒
737,181,草莓季限定款巧克力禮盒
738,182,經典生巧克力
739,182,經典生巧克力
740,183,95%巧克力磚
741,183,95%巧克力磚
742,183,95%巧克力磚
743,183,95%巧克力磚
744,183,85%巧克力磚
745,183,85%巧克力磚
746,183,85%巧克力磚
747,184,100%無糖巧克力磚
748,184,95%巧克力磚
749,184,天然可可豆茶
750,184,天然可可豆茶
751,185,杏仁可可瓦片
752,185,杏仁可可瓦片
753,185,杏仁可可瓦片
754,185,杏仁可可瓦片
755,185,杏仁可可瓦片
756,185,杏仁可可瓦片
757,185,杏仁可可瓦片
758,186,經典生巧克力
759,187,100%無糖巧克力磚
760,187,100%無糖巧克力磚
761,188,65%巧克力禮盒
762,189,天然可可豆茶
763,189,海鹽巧克力BAR
764,190,85%巧克力磚
765,190,75%巧克力磚
766,190,65%巧克力磚
767,190,杏仁巧克力豆
768,190,杏仁巧克力豆
769,190,95%黑巧克力冰淇淋
770,190,95%黑巧克力冰淇淋
771,190,杏仁可可瓦片
772,191,100%無糖巧克力磚
773,191,95%巧克力磚
774,191,85%巧克力磚
775,191,85%巧克力磚
776,191,85%巧克力磚
777,191,85%巧克力磚
778,191,85%巧克力磚
779,192,綜合巧克力禮盒(小盒)
780,192,100%無糖巧克力磚
781,193,綜合巧克力禮盒(小盒)
782,193,杏仁巧克力豆
783,193,95%黑巧克力冰淇淋
784,194,100%無糖巧克力磚
785,194,95%巧克力磚
786,194,95%巧克力禮盒
787,195,65%巧克力磚
788,195,經典生巧克力
789,196,65%巧克力磚
790,197,杏仁巧克力豆
791,197,杏仁巧克力豆
792,197,杏仁巧克力豆
793,197,杏仁巧克力豆
794,197,杏仁巧克力豆
795,197,杏仁巧克力豆
796,197,杏仁巧克力豆
797,197,杏仁巧克力豆
798,197,杏仁巧克力豆
799,197,杏仁巧克力豆
800,198,天然可可豆茶
801,198,天然可可豆茶
802,198,天然可可豆茶
803,199,75%巧克力磚
804,199,牛奶巧克力BAR
805,200,85%巧克力磚
806,200,85%巧克力磚
807,200,海鹽巧克力BAR
808,201,綜合巧克力禮盒(小盒)
809,201,85%巧克力磚
810,201,75%巧克力磚
811,201,75%巧克力磚
812,201,杏仁巧克力豆
813,201,杏仁巧克力豆
814,201,杏仁巧克力豆
815,201,經典生巧克力
816,202,杏仁巧克力豆
817,202,65%巧克力禮盒
818,202,65%巧克力禮盒
819,202,65%巧克力禮盒
820,202,65%巧克力禮盒
821,203,100%無糖巧克力磚
822,203,95%巧克力磚
823,204,75%巧克力磚
824,204,抹茶拿鐵生巧克力
825,204,經典生巧克力
826,205,100%無糖巧克力磚
827,205,95%巧克力磚
828,206,100%無糖巧克力磚
829,206,85%巧克力磚
830,206,85%巧克力磚
831,206,75%巧克力磚
832,206,75%巧克力磚
833,206,65%巧克力磚
834,206,65%巧克力磚
835,207,75%巧克力磚
836,208,85%巧克力磚
837,208,85%巧克力磚
838,208,75%巧克力磚
839,208,75%巧克力磚
840,208,75%巧克力磚
841,208,75%巧克力磚
842,208,杏仁巧克力豆
843,208,杏仁巧克力豆
844,208,杏仁巧克力豆
845,208,杏仁巧克力豆
846,208,杏仁巧克力豆
847,208,杏仁巧克力豆
848,208,杏仁可可瓦片
849,208,杏仁可可瓦片
850,208,杏仁可可瓦片
851,208,海鹽巧克力BAR
852,208,花生巧克力BAR
853,208,抹茶拿鐵生巧克力
854,208,經典生巧克力
855,209,100%無糖巧克力磚
856,209,經典生巧克力
857,210,85%巧克力磚
858,210,75%巧克力磚
859,210,75%巧克力磚
860,210,杏仁可可瓦片
861,210,經典生巧克力
862,210,綜合巧克力禮盒(大盒)
863,210,綜合巧克力禮盒(大盒)
864,210,綜合巧克力禮盒(大盒)
865,211,95%巧克力磚
866,211,85%巧克力磚
867,211,95%黑巧克力冰淇淋
868,211,85%巧克力禮盒
869,211,95%巧克力禮盒
870,212,85%巧克力磚
871,212,85%巧克力磚
872,212,85%巧克力磚
873,213,綜合巧克力禮盒(小盒)
874,213,柴燒黑糖巧克力
875,213,海鹽巧克力BAR
876,214,95%巧克力磚
877,214,85%巧克力磚
878,214,經典生巧克力
879,214,95%巧克力禮盒
880,215,75%巧克力磚
881,216,100%無糖巧克力磚
882,216,100%無糖巧克力磚
883,216,100%無糖巧克力磚
884,216,100%無糖巧克力磚
885,216,100%無糖巧克力磚
886,217,天然可可豆茶
887,217,天然可可豆茶
888,217,天然可可豆茶
889,217,天然可可豆茶
890,218,柴燒黑糖巧克力
891,218,海鹽巧克力BAR
892,219,100%無糖巧克力磚
893,219,100%無糖巧克力磚
894,219,100%無糖巧克力磚
895,219,100%無糖巧克力磚
896,219,100%無糖巧克力磚
897,219,100%無糖巧克力磚
898,219,100%無糖巧克力磚
899,219,100%無糖巧克力磚
900,219,100%無糖巧克力磚
901,219,100%無糖巧克力磚
902,220,85%巧克力磚
903,220,85%巧克力磚
904,220,85%巧克力磚
905,220,85%巧克力磚
906,220,85%巧克力磚
907,221,100%無糖巧克力磚
908,221,100%無糖巧克力磚
909,221,100%無糖巧克力磚
910,221,100%無糖巧克力磚
911,221,100%無糖巧克力磚
912,222,65%巧克力磚
913,222,天然可可豆茶
914,222,杏仁可可瓦片
915,222,抹茶拿鐵生巧克力
916,222,經典生巧克力
917,223,85%巧克力磚
918,223,85%巧克力磚
919,223,75%巧克力磚
920,223,75%巧克力磚
921,223,75%巧克力磚
922,223,65%巧克力磚
923,223,經典生巧克力
924,224,100%無糖巧克力磚
925,224,100%無糖巧克力磚
926,224,100%無糖巧克力磚
927,224,100%無糖巧克力磚
928,224,100%無糖巧克力磚
929,225,100%無糖巧克力磚
930,225,100%無糖巧克力磚
931,225,100%無糖巧克力磚
932,225,100%無糖巧克力磚
933,225,100%無糖巧克力磚
934,225,杏仁巧克力豆
935,225,杏仁巧克力豆
936,225,杏仁巧克力豆
937,225,杏仁巧克力豆
938,225,杏仁巧克力豆
939,226,85%巧克力磚
940,226,85%巧克力磚
941,226,85%巧克力磚
942,226,85%巧克力磚
943,226,75%巧克力磚
944,226,75%巧克力磚
945,227,95%巧克力磚
946,227,75%巧克力磚
947,227,牛奶巧克力BAR
948,227,杏仁巧克力豆
949,227,抹茶拿鐵生巧克力
950,228,95%巧克力磚
951,228,85%巧克力磚
952,228,85%巧克力磚
953,228,85%巧克力磚
954,228,85%巧克力磚
955,228,75%巧克力磚
956,228,花生巧克力BAR
957,229,海鹽巧克力BAR
958,229,經典生巧克力
959,230,100%無糖巧克力磚
960,230,95%巧克力磚
961,230,85%巧克力磚
962,230,85%巧克力磚
963,230,75%巧克力磚
964,230,杏仁可可瓦片
965,231,85%巧克力磚
966,231,85%巧克力磚
967,231,85%巧克力磚
968,231,抹茶拿鐵生巧克力
969,231,經典生巧克力
970,232,100%無糖巧克力磚
971,232,杏仁巧克力豆
972,232,杏仁巧克力豆
973,232,95%黑巧克力冰淇淋
974,232,海鹽巧克力BAR
975,232,花生巧克力BAR
976,233,85%巧克力磚
977,233,杏仁巧克力豆
978,233,杏仁可可瓦片
979,233,經典生巧克力
980,234,100%無糖巧克力磚
981,234,100%無糖巧克力磚
982,234,100%無糖巧克力磚
983,234,100%無糖巧克力磚
984,234,95%巧克力磚
985,235,綜合巧克力禮盒(小盒)
986,235,100%無糖巧克力磚
987,235,經典生巧克力
988,236,100%無糖巧克力磚
989,236,100%無糖巧克力磚
990,237,杏仁巧克力豆
991,237,85%巧克力禮盒
992,237,85%巧克力禮盒
993,238,100%無糖巧克力磚
994,238,100%無糖巧克力磚
995,238,100%無糖巧克力磚
996,238,100%無糖巧克力磚
997,238,100%無糖巧克力磚
998,238,100%無糖巧克力磚
999,238,100%無糖巧克力磚
1000,238,100%無糖巧克力磚
1001,238,100%無糖巧克力磚
1002,238,100%無糖巧克力磚
1003,239,65%巧克力磚
1004,239,經典生巧克力
1005,240,100%無糖巧克力磚
1006,240,杏仁巧克力豆
1007,240,經典生巧克力
1008,241,75%巧克力禮盒
1009,241,75%巧克力禮盒
1010,241,85%巧克力禮盒
1011,241,95%巧克力禮盒
1012,241,綜合巧克力禮盒(大盒)
1013,241,綜合巧克力禮盒(大盒)
1014,242,75%巧克力禮盒
1015,242,75%巧克力禮盒
1016,242,85%巧克力禮盒
1017,242,95%巧克力禮盒
1018,243,100%無糖巧克力磚
1019,244,85%巧克力磚
1020,244,經典生巧克力
1021,245,100%無糖巧克力磚
1022,245,65%巧克力磚
1023,245,牛奶巧克力BAR
1024,246,100%無糖巧克力磚
1025,246,95%巧克力磚
1026,246,95%黑巧克力冰淇淋
1027,246,海鹽巧克力BAR
1028,247,75%巧克力磚
1029,247,75%巧克力磚
1030,247,75%巧克力磚
1031,248,柴燒黑糖巧克力
1032,248,100%無糖巧克力磚
1033,248,100%無糖巧克力磚
1034,248,100%無糖巧克力磚
1035,248,95%巧克力磚
1036,249,柴燒黑糖巧克力
1037,249,100%無糖巧克力磚
1038,249,95%巧克力磚
1039,249,85%巧克力磚
1040,249,85%巧克力磚
1041,249,85%巧克力磚
1042,249,85%巧克力磚
1043,249,75%巧克力磚
1044,249,65%巧克力磚
1045,250,100%無糖巧克力磚
1046,250,100%無糖巧克力磚
1047,250,95%巧克力磚
1048,250,95%巧克力磚
1049,250,杏仁巧克力豆
1050,250,杏仁巧克力豆
1051,250,杏仁巧克力豆
1052,250,杏仁巧克力豆
1053,250,杏仁巧克力豆
1054,250,杏仁巧克力豆
1055,250,天然可可豆茶
1056,250,天然可可豆茶
1057,250,天然可可豆茶
1058,250,天然可可豆茶
1059,251,85%巧克力磚
1060,251,85%巧克力磚
1061,251,85%巧克力磚
1062,251,85%巧克力磚
1063,251,85%巧克力磚
1064,251,抹茶拿鐵生巧克力
1065,251,抹茶拿鐵生巧克力
1066,252,100%無糖巧克力磚
1067,252,100%無糖巧克力磚
1068,252,100%無糖巧克力磚
1069,253,抹茶拿鐵生巧克力
1070,253,抹茶拿鐵生巧克力
1071,253,抹茶拿鐵生巧克力
1072,253,抹茶拿鐵生巧克力
1073,253,抹茶拿鐵生巧克力
1074,253,抹茶拿鐵生巧克力
1075,253,抹茶拿鐵生巧克力
1076,253,抹茶拿鐵生巧克力
1077,253,抹茶拿鐵生巧克力
1078,253,抹茶拿鐵生巧克力
1079,254,柴燒黑糖巧克力
1080,254,100%無糖巧克力磚
1081,254,95%巧克力磚
1082,254,海鹽巧克力BAR
1083,255,杏仁可可瓦片
1084,256,綜合巧克力禮盒(小盒)
1085,256,綜合巧克力禮盒(小盒)
1086,256,杏仁巧克力豆
1087,256,杏仁巧克力豆
1088,257,75%巧克力磚
1089,257,75%巧克力磚
1090,257,杏仁巧克力豆
1091,257,杏仁巧克力豆
1092,257,杏仁可可瓦片
1093,257,杏仁可可瓦片
1094,257,花生巧克力BAR
1095,258,85%巧克力磚
1096,258,洛神花巧克力BAR
1097,258,洛神花巧克力BAR
1098,258,海鹽巧克力BAR
1099,258,海鹽巧克力BAR
1100,259,杏仁可可瓦片
1101,259,杏仁可可瓦片
1102,259,杏仁可可瓦片
1103,260,綜合巧克力禮盒(小盒)
1104,260,杏仁巧克力豆
1105,260,經典生巧克力
1106,261,經典生巧克力
1107,262,柴燒黑糖巧克力
1108,262,65%巧克力禮盒
1109,263,85%巧克力磚
1110,263,杏仁可可瓦片
1111,263,杏仁可可瓦片
1112,263,杏仁可可瓦片
1113,263,杏仁可可瓦片
1114,264,85%巧克力磚
1115,264,75%巧克力磚
1116,264,65%巧克力磚
1117,264,牛奶巧克力BAR
1118,264,牛奶巧克力BAR
1119,265,100%無糖巧克力磚
1120,265,100%無糖巧克力磚
1121,265,95%巧克力磚
1122,265,95%巧克力磚
1123,265,天然可可豆茶
1124,265,天然可可豆茶
1125,265,天然可可豆茶
1126,265,天然可可豆茶
1127,266,柴燒黑糖巧克力
1128,266,85%巧克力磚
1129,266,經典生巧克力
1130,267,杏仁巧克力豆
1131,267,杏仁巧克力豆
1132,267,杏仁巧克力豆
1133,267,杏仁巧克力豆
1134,267,杏仁巧克力豆
1135,268,綜合巧克力禮盒(小盒)
1136,268,柴燒黑糖巧克力
1137,268,杏仁巧克力豆
1138,268,杏仁可可瓦片
1139,268,海鹽巧克力BAR
1140,269,綜合巧克力禮盒(小盒)
1141,269,85%巧克力磚
1142,269,75%巧克力磚
1143,270,100%無糖巧克力磚
1144,270,95%巧克力磚
1145,270,85%巧克力磚
1146,270,75%巧克力磚
1147,270,65%巧克力磚
1148,271,杏仁巧克力豆
1149,271,抹茶拿鐵生巧克力
1150,271,經典生巧克力
1151,271,經典生巧克力
1152,272,杏仁巧克力豆
1153,272,杏仁巧克力豆
1154,272,杏仁可可瓦片
1155,272,杏仁可可瓦片
1156,272,經典生巧克力
1157,273,綜合巧克力禮盒(小盒)
1158,273,75%巧克力磚
1159,273,75%巧克力磚
1160,273,75%巧克力磚
1161,273,75%巧克力磚
1162,273,75%巧克力磚
1163,273,75%巧克力磚
1164,273,75%巧克力磚
1165,273,75%巧克力磚
1166,273,經典生巧克力
1167,274,85%巧克力磚
1168,274,75%巧克力磚
1169,274,杏仁巧克力豆
1170,274,經典生巧克力
1171,274,經典生巧克力
1172,275,綜合巧克力禮盒(小盒)
1173,276,100%無糖巧克力磚
1174,277,綜合巧克力禮盒(小盒)
1175,277,綜合巧克力禮盒(小盒)
1176,277,綜合巧克力禮盒(小盒)
1177,277,天然可可豆茶
1178,277,天然可可豆茶
1179,277,天然可可豆茶
1180,277,天然可可豆茶
1181,277,天然可可豆茶
1182,277,杏仁可可瓦片
1183,278,75%巧克力磚
1184,278,綜合巧克力禮盒(大盒)
1185,279,綜合巧克力禮盒(小盒)
1186,280,100%無糖巧克力磚
1187,280,100%無糖巧克力磚
1188,280,100%無糖巧克力磚
1189,280,紅藜巧克力BAR
1190,281,100%無糖巧克力磚
1191,281,杏仁巧克力豆
1192,281,杏仁巧克力豆
1193,281,杏仁巧克力豆
1194,281,杏仁可可瓦片
1195,281,杏仁可可瓦片
1196,281,杏仁可可瓦片
1197,281,抹茶拿鐵生巧克力
1198,281,經典生巧克力
1199,282,綜合巧克力禮盒(小盒)
1200,282,綜合巧克力禮盒(小盒)
1201,282,100%無糖巧克力磚
1202,282,100%無糖巧克力磚
1203,282,95%巧克力磚
1204,282,95%巧克力磚
1205,283,紅藜巧克力BAR
1206,283,牛奶巧克力BAR
1207,283,洛神花巧克力BAR
1208,283,杏仁可可瓦片
1209,283,杏仁可可瓦片
1210,283,杏仁可可瓦片
1211,284,100%無糖巧克力磚
1212,284,100%無糖巧克力磚
1213,284,100%無糖巧克力磚
1214,284,75%巧克力禮盒
1215,284,75%巧克力禮盒
1216,284,75%巧克力禮盒
1217,284,75%巧克力禮盒
1218,284,75%巧克力禮盒
1219,284,75%巧克力禮盒
1220,285,天然可可豆茶
1221,285,天然可可豆茶
1222,285,天然可可豆茶
1223,285,天然可可豆茶
1224,286,85%巧克力磚
1225,286,75%巧克力磚
1226,286,牛奶巧克力BAR
1227,286,杏仁巧克力豆
1228,286,海鹽巧克力BAR
1229,286,抹茶拿鐵生巧克力
1230,286,經典生巧克力
